fips,Year,PerCapitaIncome,UnemploymentRate,PovertyRate,MedianIncome,Rent,BachelorsOrHigher,WhiteAlone,BlackAlone,HispanicLatino,Population,RepublicanVoteShare,DemocratVoteShare,RepublicanMargin,DrugDeaths,DrugDeathRate,SuicideDeaths,SuicideRate,MentalHealthScore,PoliticalLean
1015,2022,42668.0,3.0,18.5,52772.0,,19.153437812773184,71.71536302749608,22.064874916065495,4.077064788829393,116162.0,68.84843967597043,29.845242531824333,39.00319714414609,59.0,50.955193975,14.0,,23.92149261269036,Strong Republican
1015,2023,44737.0,2.8,20.1,51841.0,954.226203653132,19.153437812773184,71.71536302749608,22.064874916065495,4.077064788829393,116162.0,68.84843967597043,29.845242531824333,39.00319714414609,62.0,53.251337725,21.0,18.036743423,23.92149261269036,Strong Republican
1017,2021,39269.0,3.6,19.7,45447.0,,13.653939101014984,56.9185278750646,40.12459091692025,2.715737497846931,34834.0,57.26903951845067,41.644857367181366,15.624182151269302,11.0,,,,21.557791387044222,Strong Republican
1017,2023,40735.0,2.4,17.1,50390.0,,12.733748886910062,56.74910435687045,40.777764937016066,3.261874494395008,34612.0,57.26903951845067,41.644857367181366,15.624182151269302,11.0,,,,21.557791387044222,Strong Republican
1019,2023,45099.0,2.4,15.6,56400.0,,14.592668574205042,91.28405600542504,4.020902309625434,1.9107263951493876,25069.0,86.03365580034144,13.202178684659785,72.83147711568165,10.0,,,,32.01347715668621,Strong Republican
1021,2020,38311.0,5.4,13.9,52693.0,,13.620535270122376,82.13468638865609,9.667701089541758,7.7536412440256415,44147.0,83.29880890730192,15.91403417918177,67.38477472812015,10.0,,11.0,,,Strong Republican
1021,2021,42839.0,2.8,15.5,55142.0,,13.5357306609026,81.11331564750206,8.825824286064606,7.951936152662907,44857.0,83.29880890730192,15.91403417918177,67.38477472812015,12.0,,,,,Strong Republican
1021,2022,43454.0,2.2,15.8,61823.0,,13.973014472867456,81.28710677891006,9.430660168365089,8.116969428444838,45140.0,83.29880890730192,15.91403417918177,67.38477472812015,14.0,,,,,Strong Republican
1021,2023,46120.0,2.2,15.3,59165.0,,13.973014472867456,81.28710677891006,9.430660168365089,8.116969428444838,45140.0,83.29880890730192,15.91403417918177,67.38477472812015,16.0,,,,,Strong Republican
1023,2018,37676.0,5.5,22.1,39907.0,,12.98219584569733,56.74952198852773,42.75334608030592,0.5583173996175909,13075.0,56.30828304991772,42.63576522216127,13.672517827756453,0.0,,,,,Strong Republican
1023,2020,40471.0,7.3,20.4,41649.0,,13.51613947965022,56.863974911799296,42.32065856526852,0.5409643277146217,12755.0,57.556270096463024,41.89442658092176,15.661843515541264,0.0,,,,,Strong Republican
1023,2022,47125.0,3.7,20.7,44458.0,,13.0468404772426,56.67377062120136,39.95579761622859,1.128739442734233,12669.0,57.556270096463024,41.89442658092176,15.661843515541264,0.0,,,,,Strong Republican
1027,2018,31036.0,3.8,17.6,39201.0,,10.16693591814755,83.01689340708626,14.777993721034536,3.102107938406339,13378.0,79.18176328502415,18.67451690821256,60.50724637681159,0.0,,,,,Strong Republican
1029,2018,35441.0,4.2,16.0,46495.0,,13.671613212063187,94.17592716561788,2.6308742803588165,2.4233498460302583,14938.0,87.42605794023964,10.37463976945245,77.0514181707872,0.0,,,,,Strong Republican
1029,2019,36009.0,3.3,13.3,51276.0,,15.41837610914989,93.85894341646556,2.7487262000536337,2.460445159560204,14916.0,87.42605794023964,10.37463976945245,77.0514181707872,0.0,,,,,Strong Republican
1029,2021,42929.0,2.6,15.0,49769.0,,16.384127284780757,93.12109530772298,2.59869732819354,2.6452213212814035,15046.0,89.71910889719109,9.339975093399753,80.37913380379135,0.0,,,,,Strong Republican
1033,2019,37648.0,4.0,14.6,46683.0,,18.14728304114582,79.03635135381862,16.19835314308667,2.842745248397875,54771.0,67.21252257676099,29.34778246036524,37.86474011639575,10.0,,13.0,,,Strong Republican
1033,2021,44126.0,3.9,16.5,53341.0,,17.858380787323593,78.1841553822043,16.3781718290514,3.0815827008751695,56789.0,68.8625116545937,29.91823854263788,38.94427311195582,15.0,,,,,Strong Republican
1033,2022,44800.0,3.0,17.3,54593.0,,18.043345169584914,78.04784354810546,16.03806530469705,3.20761306093941,57270.0,68.8625116545937,29.91823854263788,38.94427311195582,15.0,,14.0,,,Strong Republican
1033,2023,47137.0,2.9,15.4,57770.0,994.7848333690162,18.043345169584914,78.04784354810546,16.03806530469705,3.20761306093941,57270.0,68.8625116545937,29.91823854263788,38.94427311195582,25.0,42.836825963,17.0,,,Strong Republican
1035,2019,34183.0,4.2,22.2,41539.0,,12.77029321861202,50.72615781829918,47.75697918347587,0.6777472970792319,12394.0,51.93621867881549,46.77296886864085,5.163249810174641,0.0,,,,,Swing
1037,2019,33441.0,3.1,17.1,42024.0,,12.822375590265164,65.79901459514734,33.60602398438226,1.0132936692386354,10757.0,64.37547600913938,33.92993145468393,30.445544554455445,0.0,,,,,Strong Republican
1039,2022,42259.0,2.6,19.2,46958.0,,16.30808787386093,83.65031165095094,12.26892547014011,1.9950988226519633,37542.0,83.68330464716007,15.611015490533564,68.07228915662651,12.0,,,,,Strong Republican
1043,2018,38007.0,3.3,14.5,45796.0,,13.748863874711596,95.23647540485707,1.2124451787688455,4.304301872122266,82313.0,87.10426953238455,10.028252316954031,77.07601721543051,19.0,,14.0,,,Strong Republican
1043,2019,39863.0,2.7,12.2,50897.0,,13.865502546512836,95.11303151364466,1.295064753237662,4.358321364344079,82853.0,87.10426953238455,10.028252316954031,77.07601721543051,14.0,,17.0,,,Strong Republican
1043,2020,41480.0,4.7,12.5,51844.0,,15.415604985882512,93.94084828124063,1.1314415981762551,4.410582518447417,83345.0,88.12214761893384,10.699863802537571,77.42228381639626,17.0,,21.0,24.847660179,,Strong Republican
1043,2021,46886.0,2.3,13.5,55036.0,,16.477056948962236,92.79573965040342,1.123621297157089,4.520882828908859,87129.0,88.12214761893384,10.699863802537571,77.42228381639626,34.0,37.990524716,19.0,,,Strong Republican
1043,2022,49758.0,2.0,16.2,61774.0,,18.296488946684004,91.83657287843778,1.0873997553350552,4.594263966290608,88284.0,88.12214761893384,10.699863802537571,77.42228381639626,33.0,36.397727899,18.0,,,Strong Republican
1043,2023,50812.0,2.0,15.5,61231.0,,18.296488946684004,91.83657287843778,1.0873997553350552,4.594263966290608,88284.0,88.12214761893384,10.699863802537571,77.42228381639626,32.0,34.776560598,18.0,,,Strong Republican
1045,2021,44186.0,3.1,15.7,50086.0,,18.68118788311611,70.76229193212386,20.70262726776288,6.876605383977509,49443.0,72.4642820954504,26.193130003039823,46.271152092410574,12.0,,13.0,,,Strong Republican
1045,2022,44871.0,2.5,20.5,50567.0,,19.161694422180663,70.40137498736226,21.061571125265395,7.010413507228794,49455.0,72.4642820954504,26.193130003039823,46.271152092410574,10.0,,11.0,,,Strong Republican
1045,2023,45756.0,2.5,16.6,54697.0,1151.5275098818893,19.161694422180663,70.40137498736226,21.061571125265395,7.010413507228794,49455.0,72.4642820954504,26.193130003039823,46.271152092410574,10.0,,,,,Strong Republican
1047,2022,42394.0,4.9,32.9,35258.0,,15.694273399014778,27.746177529614364,69.0575588373428,1.1219537650681,38326.0,30.922525750111955,68.46171070309002,-37.53918495297806,19.0,,,,,Strong Democrat
1047,2023,45618.0,5.4,31.4,39013.0,,15.694273399014778,27.746177529614364,69.0575588373428,1.1219537650681,38326.0,30.922525750111955,68.46171070309002,-37.53918495297806,12.0,,,,,Strong Democrat
1049,2018,32142.0,3.8,21.3,39491.0,,12.709917286323,85.63483146067415,1.4101123595505618,14.353932584269662,71200.0,82.88159219391311,14.02462634554325,68.85696584836985,17.0,,13.0,,,Strong Republican
1049,2019,32887.0,3.0,18.2,44277.0,,13.015211502396332,85.43542280185108,1.457018650960595,14.55055391950638,71310.0,82.88159219391311,14.02462634554325,68.85696584836985,22.0,30.763637381,25.0,34.958678842,,Strong Republican
1049,2020,34941.0,4.9,15.2,47156.0,,13.979629859644763,84.77390452190956,1.5301693966120675,14.741705165896684,71430.0,84.36776127537811,14.583049461779536,69.78471181359858,19.0,,15.0,,,Strong Republican
1049,2021,40075.0,2.5,19.4,45062.0,,14.432754835770204,83.67107359476759,1.5568661430527992,15.146602565894293,71554.0,84.36776127537811,14.583049461779536,69.78471181359858,19.0,,11.0,,,Strong Republican
1049,2022,42093.0,2.3,18.7,50037.0,,14.149013123902035,82.45256696428571,1.455078125,15.375279017857144,71680.0,84.36776127537811,14.583049461779536,69.78471181359858,22.0,30.556404345,13.0,,,Strong Republican
1049,2023,41750.0,2.3,21.6,50614.0,,14.149013123902035,82.45256696428571,1.455078125,15.375279017857144,71680.0,84.36776127537811,14.583049461779536,69.78471181359858,21.0,28.937976271,19.0,,,Strong Republican
1051,2020,44547.0,5.2,11.5,62524.0,,25.815337347482913,74.91229791722887,21.134362044010494,2.976964403993818,81526.0,73.51693882524982,25.26687789422374,48.25006093102608,11.0,,16.0,,,Strong Republican
1051,2021,48569.0,2.7,12.0,63147.0,,24.5643675876234,74.65632387028664,20.8271177105088,3.0741514240470016,87146.0,73.51693882524982,25.26687789422374,48.25006093102608,10.0,,15.0,,,Strong Republican
1051,2022,48671.0,2.1,11.7,71463.0,1238.082511652039,24.16046915440815,73.85796063584738,20.84065044358793,3.123360777248158,87694.0,73.51693882524982,25.26687789422374,48.25006093102608,11.0,,,,,Strong Republican
1051,2023,51950.0,2.1,12.5,73125.0,1310.7601813711424,24.16046915440815,73.85796063584738,20.84065044358793,3.123360777248158,87694.0,73.51693882524982,25.26687789422374,48.25006093102608,21.0,23.219557502,22.0,24.325250716,,Strong Republican
1053,2018,32078.0,4.5,23.6,38418.0,,12.659349123820526,61.870445777968285,31.93313330475782,2.2449635662237464,37328.0,66.92489053553385,31.020545638262043,35.904344897271805,15.0,,,,,Strong Republican
1053,2019,33271.0,3.7,20.5,42712.0,,12.467612823388375,62.209569042286205,32.05332325876353,2.334241843646274,37057.0,66.92489053553385,31.020545638262043,35.904344897271805,12.0,,,,,Strong Republican
1053,2020,36149.0,6.7,20.4,41212.0,,12.500486324553552,61.88171312032631,32.01631543167913,2.4146838885112167,36775.0,68.31552482715273,30.91137649277184,37.40414833438089,13.0,,,,,Strong Republican
1053,2021,40120.0,4.0,23.8,40506.0,,12.548607870586409,61.57162612869113,31.191192819761927,2.5109140703381327,36879.0,68.31552482715273,30.91137649277184,37.40414833438089,24.0,65.396877299,14.0,,,Strong Republican
1053,2022,40411.0,3.0,20.9,47792.0,,12.556458897922312,61.92898925316284,30.303360087062988,2.55747517344579,36755.0,68.31552482715273,30.91137649277184,37.40414833438089,19.0,,,,,Strong Republican
1053,2023,42089.0,3.1,21.3,50333.0,,12.556458897922312,61.92898925316284,30.303360087062988,2.55747517344579,36755.0,68.31552482715273,30.91137649277184,37.40414833438089,22.0,60.178346737,,,,Strong Republican
1055,2018,36167.0,4.1,17.5,44903.0,,17.7331759149941,80.34855594089704,15.749132981668756,3.769222549276756,102939.0,73.25649850557015,23.64369169459288,49.61280681097727,30.0,29.268007141,21.0,20.487604999,,Strong Republican
1055,2019,37313.0,3.6,18.8,43047.0,,17.79070413149711,79.83318410090708,15.89325339665979,3.8755012263012416,102748.0,73.25649850557015,23.64369169459288,49.61280681097727,23.0,22.489928423,22.0,21.512105448,,Strong Republican
1055,2020,39536.0,8.3,15.6,47872.0,,17.69684712140522,79.14447873365718,16.081424440961438,4.076089601931445,102721.0,74.43848474689909,24.23524974857526,50.20323499832384,23.0,22.46730031,24.0,23.444139454,,Strong Republican
1055,2021,42777.0,4.0,17.4,46308.0,,18.009041043027647,78.32566590636718,15.554567595778405,4.267986237290756,103468.0,74.43848474689909,24.23524974857526,50.20323499832384,42.0,40.712665516,19.0,,,Strong Republican
1055,2022,43196.0,3.0,17.7,55487.0,,17.7198652272571,77.94538839648565,15.214614699849054,4.413244571738205,103348.0,74.43848474689909,24.23524974857526,50.20323499832384,45.0,43.652025454,20.0,19.400900202,,Strong Republican
1055,2023,45062.0,2.8,19.6,52504.0,,17.7198652272571,77.94538839648565,15.214614699849054,4.413244571738205,103348.0,74.43848474689909,24.23524974857526,50.20323499832384,46.0,44.555941922,17.0,,,Strong Republican
1057,2021,42191.0,3.0,19.6,46122.0,,11.836841189772136,84.16131989000917,12.746715551481822,0.5438435685915063,16365.0,83.27629477526808,15.91375770020534,67.36253707506275,10.0,,,,,Strong Republican
1059,2022,42616.0,2.3,18.5,49611.0,,14.82834527656784,77.63893661553841,4.248539564524695,18.406172878073164,32011.0,82.49324216886627,16.584512641119414,65.90872952774686,12.0,,,,,Strong Republican
1063,2018,31555.0,6.6,30.1,28524.0,,10.09771986970684,17.149299786375504,79.67006883455969,1.6971279373368149,8426.0,17.172131147540984,82.23360655737704,-65.06147540983606,0.0,,,,,Strong Democrat
1063,2019,33411.0,5.9,31.7,28699.0,,10.115656827205248,17.287361845266698,79.50504565112927,1.7419509851033157,8324.0,17.172131147540984,82.23360655737704,-65.06147540983606,0.0,,,,,Strong Democrat
1063,2020,36682.0,11.6,27.9,33609.0,,10.124826629680998,17.39447755747476,78.93200340591169,2.688237440700645,8221.0,18.32460732984293,81.34031413612566,-63.01570680628272,0.0,,,,,Strong Democrat
1063,2021,40198.0,6.5,33.2,30225.0,,12.703288760390311,17.590115908801426,79.18736466692141,2.5601834161253345,7851.0,18.32460732984293,81.34031413612566,-63.01570680628272,0.0,,0.0,,,Strong Democrat
1063,2022,38247.0,4.2,30.0,35449.0,,16.71866397504129,17.29820918764599,81.8193615364651,0.3114456267843239,7706.0,18.32460732984293,81.34031413612566,-63.01570680628272,0.0,,,,,Strong Democrat
1065,2019,37905.0,4.2,20.5,40745.0,,14.222356617276484,39.530015531095955,59.39631305287325,0.027010601661152,14809.0,39.46517412935324,59.39054726368159,-19.925373134328353,0.0,,,,,Strong Democrat
1067,2018,42013.0,4.4,17.9,46027.0,,17.974850004109477,71.1224013081056,27.73300630693763,2.6162111656155105,17124.0,69.77205153617443,28.39444995044599,41.37760158572844,0.0,,,,,Strong Republican
1067,2019,44482.0,3.8,17.2,48597.0,,17.06114398422091,70.72900250977645,26.6444872468336,2.6206735539601937,17133.0,69.77205153617443,28.39444995044599,41.37760158572844,0.0,,,,,Strong Republican
1069,2018,42059.0,4.0,16.5,47993.0,,21.02708583224079,69.36810027598897,26.907007053051213,3.293659920269856,104352.0,72.06547995966133,25.009967400736414,47.05551255892492,17.0,,20.0,19.098183763,,Strong Republican
1069,2019,43907.0,3.2,19.4,50138.0,,21.706671837560076,69.09514622452294,26.892513992091843,3.322763653034326,104702.0,72.06547995966133,25.009967400736414,47.05551255892492,12.0,,20.0,18.888951852,,Strong Republican
1069,2020,47436.0,5.9,14.8,54391.0,,22.12782893924214,68.22795506983546,27.228705171906302,3.3716613336624923,105319.0,70.64301648149352,27.975223615532883,42.667792865960635,18.0,,16.0,,,Strong Republican
1069,2021,51535.0,3.3,19.1,48701.0,,22.22705583273291,67.40632786422829,27.301020168304262,3.4770344600629963,106355.0,70.64301648149352,27.975223615532883,42.667792865960635,13.0,,28.0,26.056691917,,Strong Republican
1069,2022,51977.0,2.5,17.2,56842.0,1116.1805156724222,22.4602327247172,66.57324364723468,27.24775784753363,3.59118086696562,107040.0,70.64301648149352,27.975223615532883,42.667792865960635,24.0,22.20597896,18.0,,,Strong Republican
1069,2023,54541.0,2.6,16.5,59412.0,1151.7759955580714,22.4602327247172,66.57324364723468,27.24775784753363,3.59118086696562,107040.0,70.64301648149352,27.975223615532883,42.667792865960635,16.0,,22.0,20.28360163,,Strong Republican
1071,2022,44123.0,2.4,16.1,51965.0,,16.188562514871904,89.71834733361207,3.289748755178836,3.2023262001596415,52618.0,83.22051108478593,15.726011169402607,67.49449991538332,12.0,,10.0,,,Strong Republican
1071,2023,45322.0,2.5,16.0,51479.0,,16.188562514871904,89.71834733361207,3.289748755178836,3.2023262001596415,52618.0,83.22051108478593,15.726011169402607,67.49449991538332,11.0,,,,,Strong Republican
1073,2018,53065.0,3.7,16.1,55013.0,926.311310655354,32.4162306231782,51.916222654616206,42.68910670230886,3.7957726415837745,659892.0,44.30374337176314,51.57055928676391,-7.26681591500077,251.0,38.070681025,83.0,12.589109662,,Swing
1073,2019,54561.0,3.0,16.2,54127.0,963.206028604986,33.379952550678944,51.8081494057725,42.946731748726656,3.8741511035653655,659680.0,44.30374337176314,51.57055928676391,-7.26681591500077,261.0,39.631141878,104.0,15.791719369,,Swing
1073,2020,57947.0,6.7,14.4,57802.0,1000.635739358788,34.05002232941328,51.41759601588182,42.89881038239336,3.910782475345991,658615.0,42.6097444207115,55.758513171785616,-13.148768751074115,362.0,55.238333572,85.0,12.970326944,,Strong Democrat
1073,2021,64992.0,3.5,16.9,55210.0,1082.4952013087584,34.65632619974766,50.8745818154784,42.873243625009295,4.050405174336481,672550.0,42.6097444207115,55.758513171785616,-13.148768751074115,415.0,62.142493486,92.0,13.776167231,,Strong Democrat
1073,2022,67431.0,2.5,16.4,61996.0,1176.621898114984,35.5714941724432,50.333425063033175,42.72169456984969,4.157586665972496,672265.0,42.6097444207115,55.758513171785616,-13.148768751074115,403.0,60.564254466,105.0,15.779768533,,Strong Democrat
1073,2023,71275.0,2.5,16.0,64726.0,1235.1030565316596,35.5714941724432,50.333425063033175,42.72169456984969,4.157586665972496,672265.0,42.6097444207115,55.758513171785616,-13.148768751074115,450.0,67.884054036,78.0,11.766569366,,Strong Democrat
1075,2018,32618.0,3.8,17.4,40936.0,,12.483574244415244,87.46859972726621,11.182085695830043,1.5646307327926507,13933.0,83.59173126614988,14.872236577662932,68.71949468848695,0.0,,,,,Strong Republican
1075,2019,34228.0,3.3,15.3,42686.0,,11.934532886042494,87.53330932661146,10.651782499099747,1.6492617933021243,13885.0,83.59173126614988,14.872236577662932,68.71949468848695,0.0,,,,,Strong Republican
1077,2018,36382.0,4.2,14.0,48707.0,,23.940153557521008,87.01301506723551,10.113949343846196,2.6051736242371875,92585.0,70.58570524984187,25.179000632511062,45.4067046173308,15.0,,11.0,,,Strong Republican
1077,2019,38290.0,3.5,15.7,48188.0,,23.500927585447915,86.90522494489822,10.367777345606983,2.675137214227062,92556.0,70.58570524984187,25.179000632511062,45.4067046173308,11.0,,12.0,,,Strong Republican
1077,2021,44823.0,3.1,16.2,52222.0,,25.48178540345642,85.02496196781728,9.984787126909644,2.89044588716762,93342.0,71.54198335551095,26.872505018155575,44.66947833735537,19.0,,,,,Strong Republican
1077,2022,44959.0,2.6,13.3,59023.0,,25.8255374512112,84.377020852548,9.877132165081788,2.9715145925431203,94329.0,71.54198335551095,26.872505018155575,44.66947833735537,29.0,30.246771939,15.0,,,Strong Republican
1077,2023,47168.0,2.5,13.6,63895.0,1019.4971160427746,25.8255374512112,84.377020852548,9.877132165081788,2.9715145925431203,94329.0,71.54198335551095,26.872505018155575,44.66947833735537,25.0,25.822711591,29.0,29.954345446,,Strong Republican
1079,2021,42235.0,2.9,13.9,55555.0,,15.291647023528906,77.12230650669407,10.435492157514584,2.4086554444075072,33089.0,76.86357681991142,22.219449815981537,54.64412700392988,0.0,,,,,Strong Republican
1081,2018,36517.0,3.6,19.0,48937.0,1034.6570087329278,34.08535815050322,70.30454462699404,23.02447782932694,3.6820330598228352,159287.0,58.48355324289165,35.86693923062628,22.616614012265373,10.0,,22.0,13.41946188,,Strong Republican
1081,2019,38989.0,2.9,15.5,54160.0,1085.362250533589,35.31296687445263,70.34290607625098,22.910047656870532,3.676653097696585,161152.0,58.48355324289165,35.86693923062628,22.616614012265373,11.0,,24.0,14.585941583,,Strong Republican
1081,2020,41046.0,5.7,17.9,58963.0,1114.2288212376968,36.4285354679555,69.67655893454709,22.709392454469263,3.727494631747022,163461.0,59.092499545130096,38.992848045459,20.099651499671097,18.0,,21.0,12.587588638,,Strong Republican
1081,2021,45218.0,2.8,18.0,54188.0,1191.993024653986,38.62099703185306,69.28923546796885,22.353576467719176,3.8014667030535993,172223.0,59.092499545130096,38.992848045459,20.099651499671097,24.0,13.542642395,22.0,12.414088862,,Strong Republican
1081,2022,46140.0,2.3,15.0,59637.0,1300.6153742115182,40.16286279929775,68.66770211162249,22.47695944634149,3.8714982355561136,175126.0,59.092499545130096,38.992848045459,20.099651499671097,19.0,,34.0,18.808118469,,Strong Republican
1081,2023,48511.0,2.3,17.9,62301.0,1395.5368761822017,40.16286279929775,68.66770211162249,22.47695944634149,3.8714982355561136,175126.0,59.092499545130096,38.992848045459,20.099651499671097,36.0,19.649046202,18.0,,,Strong Republican
1083,2021,53156.0,2.4,9.9,69207.0,1374.540087904296,28.385361663780117,77.43956054812926,13.09859015777982,6.181767884841479,101217.0,70.35645374225652,27.768863613283234,42.58759012897329,10.0,,21.0,19.531794972,,Strong Republican
1083,2022,53965.0,2.0,9.9,83159.0,1478.9270066183103,29.53043097431125,76.81455676158122,13.161354715496309,6.3225174905709265,104199.0,70.35645374225652,27.768863613283234,42.58759012897329,10.0,,18.0,,,Strong Republican
1083,2023,57194.0,2.1,8.6,81811.0,1555.2338682087548,29.53043097431125,76.81455676158122,13.161354715496309,6.3225174905709265,104199.0,70.35645374225652,27.768863613283234,42.58759012897329,14.0,,18.0,,,Strong Republican
1085,2018,37404.0,7.3,25.1,33973.0,,14.1156462585034,24.872997264556467,74.25752246971473,0.6838608831574834,10236.0,26.196888090963498,73.05505685218432,-46.858168761220824,0.0,,,,,Strong Democrat
1085,2019,39492.0,6.1,26.6,33930.0,,14.684225431888985,24.774283163012203,74.63041968449251,0.4960809604127394,10079.0,26.196888090963498,73.05505685218432,-46.858168761220824,0.0,,,,,Strong Democrat
1085,2021,48439.0,8.7,28.3,36993.0,,15.10249616510947,24.830656086704085,74.81130249661312,0.1935359009096187,10334.0,26.86174103877103,72.74323335771763,-45.8814923189466,0.0,,,,,Strong Democrat
1089,2018,50196.0,3.5,11.9,63755.0,861.8854899264074,41.6965769017782,68.19414923369504,24.05526345228773,4.8366707685423425,357560.0,54.78949011255347,38.44934481513443,16.340145297419042,42.0,11.459160371,61.0,16.643066253,,Strong Republican
1089,2019,52649.0,2.7,11.5,68609.0,928.4491395086566,42.757103648692286,67.94046528061479,24.29390851174243,4.9487131358411816,362276.0,54.78949011255347,38.44934481513443,16.340145297419042,77.0,20.648469198,69.0,18.503173696,,Strong Republican
