fips,Year,DrugDeaths,DrugDeathRate,Is_Suppressed,UnemploymentRate,PovertyRate,MedianIncome,RepublicanMargin,SuicideDeaths,SuicideRate,Population
17077,2018,20.0,34.831675926,False,4.5,25.7,41445.0,-3.213226632002275,,,58551.0
17077,2019,0.0,,True,3.6,25.4,37308.0,-3.213226632002275,,,57977.0
17077,2020,11.0,,False,7.8,17.2,45608.0,-1.2851653932782767,,,57517.0
17077,2021,0.0,,True,5.6,22.3,43334.0,-1.2851653932782767,10.0,,53676.0
17077,2022,0.0,,True,4.4,23.3,44756.0,-1.2851653932782767,13.0,,53176.0
17077,2023,13.0,,False,4.4,20.7,48289.0,-1.2851653932782767,,,53176.0
17079,2018,0.0,,True,5.0,10.2,54552.0,59.404205607476634,0.0,,9598.0
17079,2019,0.0,,True,4.1,9.9,59980.0,59.404205607476634,,,9594.0
17079,2020,0.0,,True,6.1,9.6,57969.0,62.53586800573888,0.0,,9547.0
17079,2021,0.0,,True,4.3,9.9,59069.0,62.53586800573888,0.0,,9324.0
17079,2022,0.0,,True,3.9,10.6,66290.0,62.53586800573888,,,9295.0
17079,2023,0.0,,True,4.0,9.4,69924.0,62.53586800573888,0.0,,9295.0
17081,2018,0.0,,True,5.2,16.3,47425.0,42.76722160127066,,,38169.0
17081,2019,0.0,,True,4.4,14.9,50531.0,42.76722160127066,,,37985.0
17081,2020,10.0,,False,10.2,12.5,58114.0,45.20799816134222,,,37774.0
17081,2021,0.0,,True,6.4,15.3,53294.0,45.20799816134222,,,37362.0
17081,2022,12.0,,False,4.9,14.7,58623.0,45.20799816134222,,,37043.0
17081,2023,0.0,,True,4.7,15.4,60543.0,45.20799816134222,10.0,,37043.0
17083,2018,10.0,,False,4.8,8.9,59117.0,46.11955236102265,,,22069.0
17083,2019,0.0,,True,4.2,10.4,63351.0,46.11955236102265,,,21937.0
17083,2020,0.0,,True,7.5,8.5,69341.0,48.17793415431014,,,21776.0
17083,2021,0.0,,True,4.4,9.3,68675.0,48.17793415431014,,,21533.0
17083,2022,0.0,,True,3.7,10.0,72363.0,48.17793415431014,,,21462.0
17083,2023,0.0,,True,3.9,10.8,70158.0,48.17793415431014,,,21462.0
17085,2018,0.0,,True,4.3,7.8,56832.0,14.637374272101638,,,21834.0
17085,2019,0.0,,True,3.9,9.3,62522.0,14.637374272101638,,,21588.0
17085,2020,0.0,,True,8.3,9.1,56446.0,16.4612676056338,,,21429.0
17085,2021,0.0,,False,4.5,8.6,67839.0,16.4612676056338,,,21995.0
17085,2022,0.0,,True,3.8,8.5,67217.0,16.4612676056338,,,21942.0
17085,2023,0.0,,True,4.1,8.6,74426.0,16.4612676056338,,,21942.0
17087,2018,0.0,,True,7.5,12.2,53884.0,57.59566431269502,,,12602.0
17087,2019,0.0,,True,5.8,12.9,55022.0,57.59566431269502,0.0,,12494.0
17087,2020,0.0,,True,9.2,14.9,51607.0,58.69193723784372,,,12391.0
17087,2021,0.0,,True,6.2,13.3,57073.0,58.69193723784372,0.0,,13238.0
17087,2022,0.0,,True,5.6,15.5,59794.0,58.69193723784372,,,13313.0
17087,2023,0.0,,False,5.8,15.2,63160.0,58.69193723784372,,,13313.0
17089,2018,70.0,13.103314015,False,4.9,8.6,79834.0,-10.501520214335171,46.0,8.61074921,530839.0
17089,2019,74.0,13.899245496,False,4.3,8.2,84311.0,-10.501520214335171,52.0,9.767037376,531376.0
17089,2020,89.0,16.760512985,False,9.2,7.3,83784.0,-14.400369162828405,48.0,9.039377789,531756.0
17089,2021,102.0,19.783237779,False,6.0,8.6,90941.0,-14.400369162828405,48.0,9.309758955,518648.0
17089,2022,88.0,17.114562548,False,4.7,8.1,93475.0,-14.400369162828405,55.0,10.696601592,517254.0
17089,2023,79.0,15.340341993,False,5.1,8.4,97543.0,-14.400369162828405,42.0,8.155624857,517254.0
17091,2018,28.0,25.448992947,False,5.5,16.2,53884.0,13.017651411055922,11.0,,111061.0
17091,2019,27.0,24.576286614,False,4.8,12.7,60763.0,13.017651411055922,16.0,,110637.0
17091,2020,45.0,41.438753522,False,9.0,13.6,57413.0,16.5544467155625,12.0,,109924.0
17091,2021,38.0,35.646945151,False,6.7,13.4,63880.0,16.5544467155625,13.0,,108104.0
17091,2022,49.0,46.194166337,False,5.5,13.6,70494.0,16.5544467155625,16.0,,107421.0
17091,2023,34.0,32.093637908,False,5.8,11.5,68451.0,16.5544467155625,15.0,,107421.0
17093,2018,15.0,,False,3.6,4.2,93345.0,0.1440679551705415,15.0,,124626.0
17093,2019,14.0,,False,3.4,4.0,105586.0,0.1440679551705415,14.0,,126054.0
17093,2020,19.0,,False,8.0,3.9,97263.0,-5.746084346765876,15.0,,127583.0
17093,2021,13.0,,False,4.7,4.9,100483.0,-5.746084346765876,12.0,,130757.0
17093,2022,18.0,,False,3.9,5.8,102509.0,-5.746084346765876,20.0,14.571524327,132795.0
17093,2023,18.0,,False,3.8,5.1,114606.0,-5.746084346765876,10.0,,132795.0
17095,2018,0.0,,True,5.3,16.4,44553.0,2.9402508654408166,11.0,,50999.0
17095,2019,0.0,,True,4.8,18.6,43404.0,2.9402508654408166,,,50508.0
17095,2020,10.0,,False,8.7,13.4,52881.0,5.6431750421293785,,,50052.0
17095,2021,12.0,,False,6.7,14.7,47559.0,5.6431750421293785,,,50193.0
17095,2022,0.0,,True,5.4,15.0,57666.0,5.6431750421293785,,,49751.0
17095,2023,0.0,,True,5.5,16.3,57569.0,5.6431750421293785,,,49751.0
17097,2018,92.0,13.127254463,False,4.5,8.0,87336.0,-20.20558777016342,67.0,9.56006575,703619.0
17097,2019,82.0,11.772559886,False,4.0,7.2,92638.0,-20.20558777016342,67.0,9.619042834,701473.0
17097,2020,107.0,15.426914632,False,8.1,7.0,100325.0,-24.070477621140896,69.0,9.948197286,699682.0
17097,2021,133.0,18.699761965,False,5.4,8.5,95895.0,-24.070477621140896,71.0,9.982579695,714484.0
17097,2022,131.0,18.472819573,False,4.4,8.2,101621.0,-24.070477621140896,93.0,13.114291758,713159.0
17097,2023,139.0,19.611716237,False,5.0,8.2,108349.0,-24.070477621140896,90.0,12.698233535,713159.0
17099,2018,36.0,32.897742849,False,5.7,13.6,54063.0,14.365840419757554,24.0,21.931828566,110401.0
17099,2019,29.0,26.686543541,False,5.1,12.2,59528.0,14.365840419757554,18.0,,109737.0
17099,2020,28.0,26.02932017,False,9.5,11.4,62714.0,14.313970629396728,13.0,,108998.0
17099,2021,39.0,35.791309136,False,6.1,13.2,64447.0,14.313970629396728,23.0,21.107695132,109986.0
17099,2022,39.0,36.085049686,False,5.1,14.5,64711.0,14.313970629396728,21.0,19.43041137,109495.0
17099,2023,22.0,20.312254753,False,5.8,11.6,72225.0,14.313970629396728,21.0,19.388970446,109495.0
17101,2018,0.0,,True,6.2,17.5,43767.0,53.019363308171975,,,16189.0
17101,2019,0.0,,True,5.3,18.4,47114.0,53.019363308171975,,,16033.0
17101,2020,0.0,,True,9.9,16.5,47408.0,54.078926844486034,,,15830.0
17101,2021,0.0,,True,6.6,19.2,46525.0,54.078926844486034,,,15465.0
17101,2022,0.0,,True,5.8,16.6,57460.0,54.078926844486034,,,15302.0
17101,2023,0.0,,True,5.3,18.3,55411.0,54.078926844486034,,,15302.0
17103,2018,0.0,,True,4.3,10.1,54915.0,19.91090451288011,,,34527.0
17103,2019,0.0,,True,3.8,12.0,57619.0,19.91090451288011,,,34389.0
17103,2020,0.0,,True,6.9,10.6,64310.0,19.656034640483018,,,34204.0
17103,2021,0.0,,True,4.7,13.2,60542.0,19.656034640483018,,,34373.0
17103,2022,0.0,,True,4.1,12.1,67371.0,19.656034640483018,,,34221.0
17103,2023,0.0,,True,4.4,10.1,66598.0,19.656034640483018,,,34221.0
17105,2018,12.0,,False,4.3,12.6,59323.0,40.50690942432378,10.0,,36324.0
17105,2019,0.0,,True,3.9,13.0,54422.0,40.50690942432378,,,36040.0
17105,2020,11.0,,False,6.8,9.9,66274.0,44.21218120414581,,,35757.0
17105,2021,15.0,,False,5.1,11.7,61569.0,44.21218120414581,,,35902.0
17105,2022,13.0,,False,4.1,12.0,74418.0,44.21218120414581,,,35771.0
17105,2023,0.0,,True,4.1,11.1,68544.0,44.21218120414581,,,35771.0
17107,2018,0.0,,True,4.7,10.9,52959.0,39.25489879848399,0.0,,29207.0
17107,2019,0.0,,True,4.2,12.8,53806.0,39.25489879848399,,,29003.0
17107,2020,0.0,,True,6.8,11.6,65255.0,39.837520686023765,,,28818.0
17107,2021,0.0,,True,5.0,13.5,58939.0,39.837520686023765,,,28238.0
17107,2022,0.0,,True,4.4,13.6,53775.0,39.837520686023765,,,28027.0
17107,2023,0.0,,True,4.7,14.4,64779.0,39.837520686023765,,,28027.0
17109,2018,0.0,,True,4.9,21.9,42887.0,11.51084631836236,,,30875.0
17109,2019,0.0,,True,4.5,23.3,49048.0,11.51084631836236,,,30479.0
17109,2020,0.0,,True,7.2,16.8,52155.0,16.564916564916565,,,30107.0
17109,2021,0.0,,True,5.1,17.9,53024.0,16.564916564916565,,,27743.0
17109,2022,0.0,,False,4.3,20.4,52812.0,16.564916564916565,,,27370.0
17109,2023,0.0,,True,4.6,19.9,50487.0,16.564916564916565,,,27370.0
17111,2018,53.0,17.176005444,False,3.6,5.9,86268.0,7.625396825396827,39.0,12.638947402,307789.0
17111,2019,40.0,12.996549416,False,3.4,5.4,89379.0,7.625396825396827,31.0,10.072325797,307714.0
17111,2020,64.0,20.922690658,False,8.0,6.3,89730.0,2.5055071119545502,30.0,9.807511246,307291.0
17111,2021,49.0,15.749448769,False,4.8,6.0,92522.0,2.5055071119545502,35.0,11.249606264,310749.0
17111,2022,48.0,15.397100854,False,3.9,5.9,99128.0,2.5055071119545502,43.0,13.793236182,311133.0
17111,2023,45.0,14.386189258,False,3.7,6.3,101205.0,2.5055071119545502,39.0,12.46803069,311133.0
17113,2018,25.0,14.465248687,False,4.1,14.4,67087.0,1.303939374960855,20.0,11.572198949,173219.0
17113,2019,28.0,16.324912399,False,3.6,14.3,69230.0,1.303939374960855,18.0,,172578.0
17113,2020,18.0,,False,6.9,10.7,71919.0,-3.943587503735543,26.0,15.18194983,172164.0
17113,2021,19.0,,False,4.7,13.4,71309.0,-3.943587503735543,29.0,16.970079993,171455.0
17113,2022,22.0,12.854897424,False,3.7,11.2,71825.0,-3.943587503735543,15.0,,171284.0
17113,2023,28.0,16.427972143,False,3.9,11.0,79622.0,-3.943587503735543,27.0,15.841258852,171284.0
17115,2018,22.0,21.010008404,False,5.5,17.4,50684.0,17.734082397003746,14.0,,106512.0
17115,2019,25.0,24.036381467,False,5.1,16.7,52259.0,17.734082397003746,20.0,19.229105174,105528.0
17115,2020,31.0,30.092704946,False,10.0,12.8,57601.0,17.699939258959304,,,104688.0
17115,2021,32.0,31.240237426,False,7.8,17.1,48245.0,17.699939258959304,21.0,20.501405811,104331.0
17115,2022,23.0,22.663894445,False,5.8,14.8,60648.0,17.699939258959304,10.0,,103542.0
17115,2023,26.0,25.847242795,False,6.0,15.7,61033.0,17.699939258959304,14.0,,103542.0
17117,2018,10.0,,False,4.9,12.9,53409.0,34.13685152057245,,,45719.0
17117,2019,0.0,,True,4.1,13.5,54174.0,34.13685152057245,,,45463.0
17117,2020,13.0,,False,7.0,10.8,53312.0,36.58313212888186,,,45243.0
17117,2021,10.0,,False,4.7,15.4,57755.0,36.58313212888186,,,45152.0
17117,2022,0.0,,True,3.9,12.1,69880.0,36.58313212888186,,,44907.0
17117,2023,10.0,,False,4.1,13.0,70256.0,36.58313212888186,,,44907.0
17119,2018,102.0,38.569013957,False,4.5,13.8,60121.0,15.28894829427174,53.0,20.040762154,265670.0
17119,2019,102.0,38.788284417,False,3.8,10.9,66591.0,15.28894829427174,37.0,14.070260034,264776.0
17119,2020,99.0,37.694899766,False,7.8,11.0,63903.0,13.26756065014328,34.0,12.945723152,264403.0
17119,2021,105.0,39.699043442,False,5.0,11.4,65886.0,13.26756065014328,50.0,18.904306401,266112.0
17119,2022,104.0,39.414243701,False,3.9,12.3,67441.0,13.26756065014328,46.0,17.433223176,265512.0
17119,2023,89.0,33.87224455,False,4.1,11.1,73194.0,13.26756065014328,46.0,17.507002801,265512.0
17121,2018,0.0,,True,4.9,19.5,46096.0,43.86786927492094,,,38084.0
17121,2019,11.0,,False,4.3,15.0,52291.0,43.86786927492094,,,37743.0
17121,2020,16.0,,False,9.3,14.2,52019.0,46.70638102875473,11.0,,37524.0
17121,2021,0.0,,True,6.0,15.5,55292.0,46.70638102875473,,,37781.0
17121,2022,17.0,,False,4.8,15.3,58489.0,46.70638102875473,,,37543.0
17121,2023,10.0,,False,4.9,16.0,54774.0,46.70638102875473,,,37543.0
17123,2018,0.0,,True,5.3,9.5,57422.0,33.355614973262036,0.0,,11794.0
17123,2019,0.0,,True,4.6,9.0,63628.0,33.355614973262036,,,11679.0
17123,2020,0.0,,True,7.3,9.3,54022.0,34.60688348594884,,,11562.0
17123,2021,0.0,,True,5.7,9.9,64132.0,34.60688348594884,,,11781.0
17123,2022,0.0,,True,4.9,11.8,69593.0,34.60688348594884,0.0,,11740.0
17123,2023,0.0,,True,5.2,10.2,70246.0,34.60688348594884,,,11740.0
17125,2018,0.0,,True,5.9,14.6,48764.0,31.514030218933087,,,13778.0
17125,2019,0.0,,False,5.1,12.1,51967.0,31.514030218933087,,,13621.0
17125,2020,0.0,,True,8.0,13.4,53503.0,39.447236180904525,,,13486.0
17125,2021,0.0,,True,5.5,12.4,58828.0,39.447236180904525,,,13225.0
17125,2022,0.0,,True,4.7,12.7,60784.0,39.447236180904525,,,13074.0
17125,2023,0.0,,True,5.2,14.9,62146.0,39.447236180904525,,,13074.0
17127,2018,0.0,,True,6.9,17.2,43783.0,49.19946131976657,,,14430.0
17127,2019,0.0,,True,5.4,15.9,54159.0,49.19946131976657,,,14219.0
17127,2020,0.0,,True,10.1,14.8,49054.0,48.02583296638779,,,14041.0
17127,2021,0.0,,True,5.9,16.5,52680.0,48.02583296638779,,,14280.0
17127,2022,0.0,,True,5.0,15.2,52880.0,48.02583296638779,,,14135.0
17127,2023,0.0,,True,5.0,17.7,58202.0,48.02583296638779,,,14135.0
17129,2018,0.0,,True,4.1,9.0,74872.0,37.05295471987721,,,12367.0
17129,2019,0.0,,False,3.7,8.2,77306.0,37.05295471987721,,,12306.0
17129,2020,0.0,,True,6.5,7.9,69749.0,39.5785219399538,,,12261.0
17129,2021,0.0,,True,4.3,8.4,75687.0,39.5785219399538,,,12343.0
17129,2022,0.0,,False,3.7,8.6,78115.0,39.5785219399538,,,12284.0
17129,2023,0.0,,False,3.9,10.3,80964.0,39.5785219399538,,,12284.0
17131,2018,0.0,,True,5.2,9.0,58384.0,20.36363636363636,,,15693.0
17131,2019,0.0,,True,4.8,8.1,62241.0,20.36363636363636,,,15589.0
17131,2020,0.0,,True,8.1,8.8,62857.0,24.041380861351634,,,15503.0
17131,2021,0.0,,True,5.0,11.0,64731.0,24.041380861351634,0.0,,15779.0
17131,2022,0.0,,True,4.3,8.6,70430.0,24.041380861351634,,,15692.0
17131,2023,0.0,,True,4.7,9.8,77098.0,24.041380861351634,,,15692.0
17133,2018,0.0,,True,3.4,4.3,88481.0,36.653921669939024,,,33936.0
17133,2019,0.0,,True,2.9,4.2,90904.0,36.653921669939024,,,34168.0
17133,2020,0.0,,True,5.6,4.1,90880.0,35.80953281634197,,,34444.0
17133,2021,0.0,,True,3.2,4.5,93054.0,35.80953281634197,,,34732.0
17133,2022,0.0,,True,2.9,6.1,100487.0,35.80953281634197,,,34905.0
17133,2023,0.0,,True,3.1,4.9,103032.0,35.80953281634197,,,34905.0
17135,2018,0.0,,True,5.9,14.4,53138.0,39.49761134227154,,,29009.0
17135,2019,0.0,,True,5.0,16.0,51665.0,39.49761134227154,,,28828.0
17135,2020,11.0,,False,8.8,13.5,59497.0,41.07962409849201,,,28598.0
17135,2021,15.0,,False,5.6,13.2,59116.0,41.07962409849201,,,28482.0
17135,2022,0.0,,True,4.7,15.1,56381.0,41.07962409849201,,,28352.0
17135,2023,0.0,,True,5.1,14.7,60599.0,41.07962409849201,11.0,,28352.0
17137,2018,0.0,,True,4.4,15.2,48976.0,29.594594594594597,,,34426.0
17137,2019,0.0,,True,3.9,13.8,55937.0,29.594594594594597,,,34247.0
17137,2020,0.0,,True,6.9,12.4,54764.0,31.837481220197276,,,34012.0
17137,2021,0.0,,True,5.1,14.1,54644.0,31.837481220197276,,,33189.0
17137,2022,0.0,,True,4.2,12.0,64842.0,31.837481220197276,,,32882.0
17137,2023,0.0,,True,4.2,13.9,64268.0,31.837481220197276,,,32882.0
17139,2018,0.0,,True,3.8,9.6,59901.0,47.33407607830653,,,14703.0
17139,2019,0.0,,True,3.2,8.6,65472.0,47.33407607830653,,,14641.0
17139,2020,0.0,,True,5.2,9.1,61022.0,48.9620403321471,,,14557.0
17139,2021,0.0,,True,3.7,9.6,69652.0,48.9620403321471,,,14634.0
17139,2022,0.0,,True,3.4,10.2,75505.0,48.9620403321471,,,14531.0
17139,2023,0.0,,True,3.6,11.0,72928.0,48.9620403321471,,,14531.0
17141,2018,0.0,,True,5.0,8.4,61794.0,26.048857107427764,,,51328.0
17141,2019,10.0,,False,4.7,9.4,63565.0,26.048857107427764,10.0,,51025.0
17141,2020,10.0,,False,8.2,8.3,71470.0,25.959196102314245,,,50793.0
17141,2021,0.0,,True,5.9,8.4,74472.0,25.959196102314245,,,51787.0
17141,2022,0.0,,True,5.0,8.5,78577.0,25.959196102314245,,,51672.0
17141,2023,14.0,,False,5.4,9.2,78109.0,25.959196102314245,,,51672.0
17143,2018,47.0,26.021337497,False,5.6,16.6,56478.0,-3.0916015948435103,28.0,15.502073402,184463.0
17143,2019,41.0,22.882145787,False,4.9,14.8,57717.0,-3.0916015948435103,28.0,15.626831269,182770.0
17143,2020,40.0,22.515930021,False,10.4,14.2,53506.0,-6.342514855965604,22.0,12.383761511,181111.0
17143,2021,37.0,20.620625084,False,7.3,16.3,56460.0,-6.342514855965604,22.0,12.260912212,182439.0
17143,2022,68.0,38.120224461,False,5.3,13.8,65421.0,-6.342514855965604,35.0,19.620703767,181186.0
17143,2023,61.0,34.363680407,False,5.5,16.8,62873.0,-6.342514855965604,35.0,19.716865807,181186.0
17145,2018,0.0,,True,5.9,17.8,49965.0,44.5854054602659,,,21384.0
17145,2019,0.0,,True,5.0,14.4,56880.0,44.5854054602659,,,21251.0
17145,2020,0.0,,True,9.6,15.1,55132.0,46.76216054908982,,,21092.0
17145,2021,0.0,,True,6.1,16.6,53071.0,46.76216054908982,,,21158.0
17145,2022,0.0,,True,5.2,14.9,53051.0,46.76216054908982,,,20996.0
17145,2023,0.0,,True,5.3,17.0,62830.0,46.76216054908982,,,20996.0
17147,2018,0.0,,True,4.2,7.3,67460.0,33.1816163410302,,,16427.0
17147,2019,0.0,,True,3.5,6.5,72265.0,33.1816163410302,,,16401.0
17147,2020,0.0,,True,5.5,6.4,69521.0,29.71899816737935,,,16412.0
17147,2021,0.0,,True,4.2,6.5,81583.0,29.71899816737935,0.0,,16664.0
17147,2022,0.0,,True,3.6,7.3,85430.0,29.71899816737935,,,16698.0
17147,2023,0.0,,True,3.8,6.8,81611.0,29.71899816737935,,,16698.0
17149,2018,0.0,,False,4.8,14.1,47815.0,57.64940239043824,,,15754.0
17149,2019,0.0,,True,4.2,14.4,54309.0,57.64940239043824,,,15672.0
17149,2020,0.0,,True,6.0,13.5,48815.0,60.98880362309724,,,15571.0
17149,2021,0.0,,True,4.2,13.7,54474.0,60.98880362309724,0.0,,14923.0
17149,2022,0.0,,False,4.3,16.6,54244.0,60.98880362309724,,,14776.0
17149,2023,0.0,,True,4.5,15.0,58733.0,60.98880362309724,,,14776.0
17151,2018,0.0,,False,6.0,18.6,43053.0,60.83099906629319,0.0,,4249.0
17151,2019,0.0,,True,5.3,16.9,46478.0,60.83099906629319,0.0,,4203.0
17151,2020,0.0,,True,7.2,15.6,49071.0,59.26436781609195,,,4177.0
17151,2021,0.0,,True,4.9,17.1,50404.0,59.26436781609195,0.0,,3820.0
17151,2022,0.0,,True,4.7,15.9,54878.0,59.26436781609195,0.0,,3799.0
17151,2023,0.0,,True,3.9,16.1,58093.0,59.26436781609195,0.0,,3799.0
17153,2018,0.0,,True,8.0,19.7,38400.0,26.069469835466172,,,5611.0
17153,2019,0.0,,True,6.4,22.0,38506.0,26.069469835466172,0.0,,5510.0
17153,2020,0.0,,True,11.9,20.4,40481.0,30.792682926829272,,,5414.0
17153,2021,0.0,,False,9.6,22.3,42738.0,30.792682926829272,0.0,,5279.0
17153,2022,0.0,,False,7.3,24.5,44873.0,30.792682926829272,,,5177.0
17153,2023,0.0,,False,7.7,22.4,50863.0,30.792682926829272,,,5177.0
17155,2018,0.0,,False,5.3,8.5,66319.0,19.929283188685304,,,5746.0
17155,2019,0.0,,True,4.9,7.6,74367.0,19.929283188685304,,,5721.0
17155,2020,0.0,,True,8.4,7.3,70070.0,19.32153392330384,,,5720.0
17155,2021,0.0,,False,5.1,7.5,74798.0,19.32153392330384,,,5638.0
17155,2022,0.0,,True,4.9,7.5,83029.0,19.32153392330384,,,5628.0
17155,2023,0.0,,True,5.6,8.8,75469.0,19.32153392330384,,,5628.0
17157,2018,0.0,,True,4.4,13.8,53607.0,46.38579681555587,,,32546.0
17157,2019,0.0,,True,3.5,12.7,58444.0,46.38579681555587,,,32295.0
17157,2020,0.0,,True,7.1,12.0,56867.0,50.25854543012557,,,31973.0
17157,2021,0.0,,True,4.5,15.0,58694.0,50.25854543012557,,,30632.0
17157,2022,0.0,,True,3.8,14.6,62575.0,50.25854543012557,,,30413.0
17157,2023,0.0,,True,4.0,11.8,70526.0,50.25854543012557,,,30413.0
17159,2018,0.0,,True,4.6,15.0,48152.0,54.07339927121292,,,15881.0
17159,2019,0.0,,True,3.9,13.1,49775.0,54.07339927121292,,,15766.0
17159,2020,0.0,,True,6.8,11.9,56900.0,52.82153044772417,,,15677.0
17159,2021,0.0,,True,4.5,14.2,56852.0,52.82153044772417,,,15876.0
17159,2022,0.0,,True,3.9,14.5,56831.0,52.82153044772417,,,15716.0
17159,2023,0.0,,False,4.2,13.1,57119.0,52.82153044772417,,,15716.0
17161,2018,15.0,,False,5.2,14.2,52642.0,-8.282026439978743,25.0,17.424395548,145275.0
17161,2019,18.0,,False,4.8,13.6,57772.0,-8.282026439978743,26.0,18.325474524,143873.0
17161,2020,20.0,14.193759004,False,9.5,13.5,58022.0,-12.115401899397815,22.0,15.613134905,142801.0
17161,2021,21.0,14.694665836,False,5.7,16.5,58171.0,-12.115401899397815,22.0,15.394411828,144694.0
17161,2022,21.0,14.83815809,False,4.5,14.8,62652.0,-12.115401899397815,20.0,14.131579133,143819.0
17161,2023,27.0,19.116939024,False,5.1,14.8,63457.0,-12.115401899397815,30.0,21.24104336,143819.0
17163,2018,74.0,28.346082686,False,5.0,14.8,58222.0,-5.7215126886714245,32.0,12.257765486,263463.0
17163,2019,79.0,30.421355021,False,4.3,13.3,57726.0,-5.7215126886714245,23.0,8.856850196,262338.0
17163,2020,101.0,39.140308317,False,9.2,13.8,61863.0,-8.724266341897561,26.0,10.075722933,261186.0
17163,2021,97.0,38.069671423,False,6.2,13.3,66422.0,-8.724266341897561,39.0,15.306362737,258597.0
17163,2022,85.0,33.640584,False,4.5,15.7,67185.0,-8.724266341897561,28.0,11.081604141,256791.0
17163,2023,79.0,31.471846641,False,4.6,13.4,66007.0,-8.724266341897561,44.0,17.528623445,256791.0
17165,2018,0.0,,True,6.4,20.3,40761.0,50.105411103302885,,,24231.0
17165,2019,0.0,,True,5.1,15.7,48547.0,50.105411103302885,,,23994.0
17165,2020,0.0,,True,9.9,15.3,45793.0,48.02096511838063,,,23735.0
17165,2021,0.0,,True,6.8,17.6,50914.0,48.02096511838063,,,23869.0
17165,2022,0.0,,True,5.3,18.9,50979.0,48.02096511838063,,,23662.0
17165,2023,0.0,,True,5.0,18.5,53318.0,48.02096511838063,,,23662.0
17167,2018,43.0,22.011999099,False,4.4,13.1,62242.0,9.186463765464104,21.0,10.750046072,197661.0
17167,2019,35.0,17.978959481,False,3.9,12.2,61768.0,9.186463765464104,32.0,16.437905811,196861.0
17167,2020,53.0,27.336214811,False,8.3,12.8,60541.0,4.360775927905905,30.0,15.473329138,195963.0
17167,2021,70.0,35.94647057,False,5.7,14.4,68476.0,4.360775927905905,28.0,14.378588228,196759.0
17167,2022,64.0,32.899133314,False,4.2,11.2,73684.0,4.360775927905905,22.0,11.309077076,196122.0
17167,2023,76.0,39.278312686,False,4.3,11.9,73004.0,4.360775927905905,40.0,20.672796151,196122.0
17169,2018,0.0,,False,4.4,11.4,52018.0,37.852664576802496,0.0,,7064.0
17169,2019,0.0,,False,4.0,11.3,56015.0,37.852664576802496,0.0,,6953.0
17169,2020,0.0,,False,6.4,11.7,53686.0,43.65079365079365,,,6897.0
17169,2021,0.0,,True,4.2,12.3,57839.0,43.65079365079365,,,6953.0
17169,2022,0.0,,True,4.3,14.6,62968.0,43.65079365079365,0.0,,6879.0
17169,2023,0.0,,True,4.3,13.7,64444.0,43.65079365079365,0.0,,6879.0
17171,2018,0.0,,True,5.2,10.3,55198.0,54.86963190184049,,,5047.0
17171,2019,0.0,,False,4.6,11.2,61231.0,54.86963190184049,0.0,,5005.0
17171,2020,0.0,,False,6.7,10.8,59285.0,56.33905736207525,,,4982.0
17171,2021,0.0,,False,5.2,11.5,63510.0,56.33905736207525,,,4923.0
17171,2022,0.0,,False,5.0,11.5,64853.0,56.33905736207525,,,4899.0
17171,2023,0.0,,True,5.1,11.4,67157.0,56.33905736207525,0.0,,4899.0
17173,2018,0.0,,True,4.3,10.2,56509.0,53.960036330608546,,,21832.0
17173,2019,0.0,,True,3.7,9.4,61376.0,53.960036330608546,,,21737.0
17173,2020,0.0,,True,6.7,8.9,64508.0,57.22079854509383,,,21623.0
17173,2021,0.0,,True,4.4,10.3,55725.0,57.22079854509383,,,21160.0
17173,2022,0.0,,True,4.2,11.3,65396.0,57.22079854509383,,,21042.0
17173,2023,0.0,,True,4.4,10.6,68618.0,57.22079854509383,,,21042.0
17175,2018,0.0,,True,6.2,11.2,52651.0,37.440758293838854,0.0,,5500.0
17175,2019,0.0,,True,5.5,11.2,54804.0,37.440758293838854,,,5447.0
17175,2020,0.0,,False,7.4,10.8,54219.0,41.24176205341658,0.0,,5393.0
17175,2021,0.0,,False,5.6,11.4,58265.0,41.24176205341658,,,5436.0
17175,2022,0.0,,True,5.1,11.4,59234.0,41.24176205341658,0.0,,5395.0
17175,2023,0.0,,False,5.6,11.3,69523.0,41.24176205341658,,,5395.0
17177,2018,0.0,,True,4.6,12.7,47357.0,16.295531632502588,,,45433.0
17177,2019,10.0,,False,4.2,11.5,51786.0,16.295531632502588,,,45093.0
17177,2020,10.0,,False,7.4,11.2,57952.0,15.720246734397676,,,44683.0
17177,2021,0.0,,True,5.7,12.1,56263.0,15.720246734397676,,,44817.0
17177,2022,0.0,,True,4.7,14.0,60988.0,15.720246734397676,,,44482.0
17177,2023,16.0,,False,5.0,12.7,64926.0,15.720246734397676,,,44482.0
17179,2018,24.0,18.136751103,False,4.8,9.6,61508.0,27.984472049689444,22.0,16.625355178,133852.0
17179,2019,21.0,15.93286951,False,4.2,8.2,66206.0,27.984472049689444,14.0,,133195.0
17179,2020,27.0,20.645832218,False,8.2,7.6,69874.0,25.62416729421306,16.0,,132524.0
17179,2021,37.0,28.371404691,False,5.1,9.3,65427.0,25.62416729421306,20.0,15.335894428,131977.0
17179,2022,34.0,26.171763746,False,4.3,8.9,73285.0,25.62416729421306,18.0,,131276.0
17179,2023,31.0,23.93064744,False,4.5,8.9,73659.0,25.62416729421306,10.0,,131276.0
